Farm_ID,District,Planting_Date,Days_After_Planting,Growth_Stage,Land_Size_Acres,Seed_Variety,Soil_Type,Soil_pH,Soil_Moisture_pct,Weekly_Rainfall_mm,Avg_Temperature_C,Relative_Humidity_pct,Solar_Radiation_MJ_m2_day,Irrigation_mm_week,Fertilizer_kg_acre,Pest_Severity,Disease_Severity,Plant_Height_cm,Leaf_Greenness_Index,Predicted_Final_Yield_t_ha,Actual_Final_Yield_t_ha,Total_Water_Input_mm,Plant_Height_per_DAP,Canopy_Greenness_Volume,Biotic_Stress_Index,Planting_Month,Growth_Stage_Ordinal,Pest_Severity_Ordinal,Disease_Severity_Ordinal,District_Badulla,District_Galle,District_Kandy,District_Kegalle,District_Kurunegala,District_Matale,District_Matara,District_Monaragala,District_Nuwara Eliya,District_Ratnapura,Seed_Variety_Chinese,Seed_Variety_Local,Seed_Variety_Nadun,Soil_Type_Clay Loam,Soil_Type_Loam,Soil_Type_Sandy Loam
F0754,Matale,2025-07-11,31,Early Vegetative,2.19,Local,Clay Loam,5.2,31.5,27.5,33.8,64.0,23.3,17.7,79.7,Medium,Low,34.7,57.0,9.53,9.43,45.2,1.1194,1977.9,1,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
F0324,Kegalle,2025-08-23,11,Sprouting,2.86,Chinese,Clay Loam,6.0,35.7,53.1,22.3,76.9,15.4,37.6,107.4,Medium,Low,11.7,63.5,9.66,9.69,90.7,1.0636,742.95,1,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
F0734,Ratnapura,2025-12-19,34,Early Vegetative,4.14,Nadun,Clay Loam,5.9,35.2,59.0,26.9,69.3,19.5,45.2,111.0,Medium,Low,35.9,62.5,11.86,12.0,104.2,1.0559,2243.75,1,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
F0199,Badulla,2025-08-17,192,Rhizome Initiation,1.98,Local,Clay Loam,5.8,40.5,75.0,34.0,77.7,16.8,33.9,44.7,Low,Low,107.0,62.3,16.41,15.82,108.9,0.5573,6666.1,0,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
F0616,Matara,2025-07-31,136,Vegetative,1.73,Local,Sandy Loam,5.5,31.4,47.3,30.0,73.5,17.3,48.6,27.6,Low,Low,76.5,55.8,14.22,14.32,95.9,0.5625,4268.7,0,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
F0525,Nuwara Eliya,2025-06-08,272,Maturity,3.23,Local,Loam,5.5,31.0,58.6,22.5,69.4,14.2,32.7,52.1,Low,Low,150.7,56.5,17.79,18.16,91.3,0.554,8514.55,0,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
F0717,Nuwara Eliya,2025-09-01,208,Rhizome Initiation,1.36,Local,Clay Loam,6.5,49.6,101.4,24.4,91.9,24.8,19.9,56.3,Low,Low,115.7,67.5,16.45,16.09,121.3,0.5562,7809.75,0,9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
F0086,Matale,2025-11-06,35,Early Vegetative,4.93,Local,Loam,5.8,43.2,76.5,23.8,57.0,20.3,30.1,83.8,Low,Medium,25.3,65.3,11.16,11.5,106.6,0.7229,1652.09,1,11,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
F0684,Ratnapura,2025-06-21,9,Sprouting,1.05,Nadun,Loam,6.2,48.9,109.0,21.7,59.6,20.9,10.4,67.8,Low,Medium,29.1,74.1,10.14,9.61,119.4,3.2333,2156.31,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
F0219,Kurunegala,2025-07-21,117,Vegetative,2.17,Local,Loam,6.5,21.5,24.0,22.0,78.8,18.6,14.3,105.6,Low,Low,86.9,50.2,14.25,14.82,38.3,0.7427,4362.38,0,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
F0962,Nuwara Eliya,2025-04-29,214,Rhizome Development,0.61,Chinese,Loam,5.3,26.6,12.2,29.8,80.6,24.2,22.8,114.3,Medium,Medium,113.4,55.6,14.21,13.68,35.0,0.5299,6305.04,2,4,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
F0380,Kegalle,2025-09-04,227,Rhizome Development,3.21,Local,Clay Loam,6.1,22.5,6.2,32.4,71.4,12.0,0.9,68.1,Medium,Low,132.4,58.1,15.38,14.89,7.1,0.5833,7692.44,1,9,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
F0816,Ratnapura,2025-07-16,224,Rhizome Development,1.44,Nadun,Sandy Loam,6.0,47.4,105.3,25.3,68.4,20.1,26.4,72.5,Low,Low,126.9,66.3,17.92,17.74,131.7,0.5665,8413.47,0,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
F0151,Matara,2025-06-13,196,Rhizome Initiation,0.72,Chinese,Sandy Loam,6.7,19.6,3.2,29.6,94.4,16.9,3.4,46.9,Medium,Low,111.3,52.2,13.15,12.95,6.6,0.5679,5809.86,1,6,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
F0079,Galle,2025-03-11,24,Sprouting,2.62,Chinese,Sandy Loam,5.0,48.0,109.5,29.6,62.9,21.2,27.1,58.1,Medium,Low,26.2,72.0,10.91,10.83,136.6,1.0917,1886.4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
F0634,Galle,2025-07-07,18,Sprouting,4.98,Chinese,Sandy Loam,6.1,27.8,44.7,29.7,94.5,24.6,22.1,23.1,Medium,Low,37.5,58.0,8.1,8.72,66.8,2.0833,2175.0,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
F0843,Kandy,2025-03-03,172,Rhizome Initiation,2.03,Chinese,Sandy Loam,5.4,30.5,59.4,28.1,59.4,12.9,10.4,54.7,Low,Medium,111.6,56.9,13.2,13.15,69.8,0.6488,6350.04,1,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
F0822,Kandy,2025-01-28,199,Rhizome Initiation,0.71,Chinese,Sandy Loam,6.0,38.1,84.6,32.7,55.5,17.0,34.4,98.0,Medium,Low,105.5,66.3,16.2,16.6,119.0,0.5302,6994.65,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
F0196,Matale,2025-03-16,219,Rhizome Development,2.8,Chinese,Clay Loam,5.2,32.0,56.8,31.2,80.0,15.9,47.9,99.0,Low,High,136.9,54.7,14.99,15.64,104.7,0.6251,7488.43,2,3,4,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
F0367,Matale,2025-04-13,207,Rhizome Initiation,1.98,Nadun,Clay Loam,5.9,50.7,106.4,29.2,75.1,23.1,19.5,47.1,Low,Low,118.5,72.6,17.73,17.91,125.9,0.5725,8603.1,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
F0513,Matale,2025-07-02,131,Vegetative,3.82,Nadun,Sandy Loam,6.4,44.7,93.5,23.0,56.7,16.2,44.6,45.6,High,Low,88.8,67.4,11.79,11.08,138.1,0.6779,5985.12,2,7,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
F0001,Matara,2025-07-08,285,Maturity,1.26,Nadun,Sandy Loam,5.6,39.7,88.2,22.9,70.7,12.2,36.8,36.3,Medium,Low,153.6,63.1,18.01,18.13,125.0,0.5389,9692.16,1,7,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
F0666,Galle,2025-05-29,223,Rhizome Development,0.9,Nadun,Clay Loam,6.3,45.3,118.7,26.5,66.3,17.2,35.3,109.7,Low,Medium,126.2,62.6,17.1,17.53,154.0,0.5659,7900.12,1,5,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F0274,Ratnapura,2025-04-16,294,Maturity,1.09,Nadun,Sandy Loam,5.5,32.4,49.5,28.9,83.8,12.3,21.6,25.7,Low,Low,168.7,63.3,18.6,19.3,71.1,0.5738,10678.71,0,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
F0402,Kurunegala,2025-02-12,223,Rhizome Development,2.03,Nadun,Loam,5.8,30.3,38.7,29.9,75.9,20.3,33.7,57.3,Medium,High,140.2,53.9,13.03,12.99,72.4,0.6287,7556.78,3,2,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
F0021,Badulla,2025-06-21,276,Maturity,1.87,Nadun,Clay Loam,6.0,45.6,87.2,24.1,56.8,23.7,24.1,40.7,Low,Medium,143.6,63.7,16.88,16.18,111.3,0.5203,9147.32,1,6,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F0593,Monaragala,2025-09-14,263,Maturity,1.1,Chinese,Sandy Loam,6.7,37.9,82.3,26.9,87.7,13.8,38.6,71.2,Medium,Low,145.7,62.4,15.94,16.0,120.9,0.554,9091.68,1,9,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
F0557,Kandy,2025-07-12,87,Early Vegetative,0.6,Chinese,Loam,5.3,19.8,14.0,26.5,56.8,16.7,34.3,90.6,Medium,Low,63.6,49.6,12.12,11.53,48.3,0.731,3154.56,1,7,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
F0605,Nuwara Eliya,2025-02-06,100,Vegetative,3.08,Local,Loam,6.7,24.0,12.5,20.6,74.9,15.0,9.1,104.9,High,Low,76.0,53.1,9.53,10.17,21.6,0.76,4035.6,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
F0006,Kandy,2025-12-29,234,Rhizome Development,1.65,Local,Loam,6.4,27.3,38.0,32.7,94.0,13.9,28.4,31.4,Medium,Low,138.1,59.9,14.93,15.44,66.4,0.5902,8272.19,1,12,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
F0609,Galle,2025-05-14,167,Rhizome Initiation,4.8,Chinese,Sandy Loam,6.0,31.8,40.8,23.2,71.8,16.6,21.8,110.4,Low,Low,92.5,59.2,15.99,16.72,62.6,0.5539,5476.0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
F0336,Monaragala,2025-10-29,231,Rhizome Development,2.24,Local,Sandy Loam,5.8,47.8,111.9,30.2,59.0,20.0,41.7,71.9,Medium,Low,124.2,68.8,16.85,16.87,153.6,0.5377,8544.96,1,10,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
F0395,Nuwara Eliya,2025-04-24,6,Sprouting,0.6,Nadun,Loam,5.2,42.0,75.4,32.4,94.1,23.2,6.7,93.0,Low,Low,11.3,68.7,10.28,10.51,82.1,1.8833,776.31,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
F0095,Badulla,2025-05-14,125,Vegetative,4.54,Chinese,Sandy Loam,6.2,36.5,85.2,30.9,93.3,15.2,41.5,52.8,Low,Low,90.0,64.9,14.71,14.69,126.7,0.72,5841.0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
F0157,Matara,2025-05-15,17,Sprouting,4.54,Nadun,Clay Loam,6.2,40.2,84.9,32.0,67.9,23.8,23.8,119.0,Low,Low,28.4,64.8,12.27,11.6,108.7,1.6706,1840.32,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
F0539,Matara,2025-03-10,67,Early Vegetative,3.48,Nadun,Loam,5.1,19.5,7.8,24.1,62.5,19.3,1.9,74.4,Medium,Medium,51.7,55.0,9.47,9.53,9.7,0.7716,2843.5,2,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
F0841,Monaragala,2025-11-05,91,Vegetative,2.38,Local,Clay Loam,5.4,43.1,85.1,27.4,71.5,16.0,39.4,64.6,Low,Medium,52.2,67.1,12.72,12.49,124.5,0.5736,3502.62,1,11,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
F0034,Badulla,2025-01-12,167,Rhizome Initiation,4.94,Chinese,Loam,5.8,50.8,104.1,32.0,94.8,12.5,18.5,41.6,Low,Low,108.5,71.5,15.08,14.82,122.6,0.6497,7757.75,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
F0435,Nuwara Eliya,2025-07-15,198,Rhizome Initiation,3.06,Nadun,Sandy Loam,5.2,44.0,83.0,25.6,89.2,24.9,24.0,100.9,High,Medium,112.7,64.6,13.12,13.33,107.0,0.5692,7280.42,3,7,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
F0072,Kegalle,2025-10-17,79,Early Vegetative,4.76,Nadun,Clay Loam,5.0,38.3,90.8,21.3,68.5,21.7,8.8,87.2,High,High,52.8,61.0,8.62,9.28,99.6,0.6684,3220.8,4,10,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
F0160,Matara,2025-03-20,69,Early Vegetative,3.02,Local,Loam,5.4,37.3,71.1,33.8,82.3,15.2,36.8,110.3,Low,Medium,55.0,59.8,11.96,11.62,107.9,0.7971,3289.0,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
F0707,Matale,2025-06-11,77,Early Vegetative,4.42,Chinese,Clay Loam,6.7,33.9,49.5,28.7,74.1,17.3,2.2,65.1,Low,Medium,57.5,62.7,9.74,9.09,51.7,0.7468,3605.25,1,6,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
F0102,Nuwara Eliya,2025-11-27,189,Rhizome Initiation,2.28,Chinese,Clay Loam,6.3,34.8,42.2,29.3,93.6,22.3,30.1,93.0,Low,Low,122.9,60.0,16.54,16.66,72.3,0.6503,7374.0,0,11,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
F0526,Kandy,2025-02-03,172,Rhizome Initiation,2.85,Chinese,Clay Loam,5.8,22.3,16.7,20.1,58.4,15.1,43.2,99.8,Medium,Low,105.7,52.4,14.73,14.54,59.9,0.6145,5538.68,1,2,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
F0841,Galle,2025-01-15,22,Sprouting,1.08,Chinese,Loam,6.1,41.6,106.1,21.0,65.9,12.3,7.1,53.9,Low,Low,33.7,61.1,11.67,11.93,113.2,1.5318,2059.07,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
F0510,Kandy,2025-07-03,111,Vegetative,2.12,Chinese,Sandy Loam,6.5,28.0,20.5,28.8,88.6,21.1,29.9,74.9,Medium,Low,63.3,52.1,12.35,12.89,50.4,0.5703,3297.93,1,7,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
F0452,Nuwara Eliya,2025-01-11,44,Early Vegetative,2.95,Local,Sandy Loam,6.0,34.5,55.4,22.6,93.1,21.6,48.4,36.2,Medium,Low,34.9,62.8,10.15,9.4,103.8,0.7932,2191.72,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
F0279,Galle,2025-06-22,24,Sprouting,3.19,Nadun,Clay Loam,6.0,32.1,50.0,25.3,90.2,16.0,42.1,52.3,Low,Medium,30.8,63.9,10.42,10.88,92.1,1.2833,1968.12,1,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F0837,Ratnapura,2025-08-24,271,Maturity,4.32,Chinese,Loam,6.2,30.9,62.5,32.9,64.8,22.4,43.6,45.6,High,Low,146.5,62.7,16.48,17.14,106.1,0.5406,9185.55,2,8,5,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
F0011,Matale,2025-10-11,26,Sprouting,1.13,Nadun,Loam,6.1,34.0,56.3,25.6,55.0,21.7,18.2,114.0,Low,Medium,39.4,59.0,10.42,10.17,74.5,1.5154,2324.6,1,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
F0855,Galle,2025-10-04,29,Sprouting,2.59,Local,Sandy Loam,5.6,32.6,60.7,27.8,67.0,14.7,44.9,23.5,Medium,High,43.8,58.6,6.62,6.97,105.6,1.5103,2566.68,3,10,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
F0396,Galle,2025-06-18,240,Rhizome Development,4.29,Local,Loam,5.6,40.6,73.0,27.8,94.0,18.9,16.4,26.4,Low,Low,149.4,66.1,17.69,16.97,89.4,0.6225,9875.34,0,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
F0407,Nuwara Eliya,2025-12-05,256,Rhizome Development,3.1,Chinese,Clay Loam,6.3,37.8,68.8,22.6,93.5,19.8,30.9,110.9,Medium,High,138.8,59.0,15.31,15.75,99.7,0.5422,8189.2,3,12,4,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
F0734,Galle,2025-01-31,35,Early Vegetative,4.36,Chinese,Sandy Loam,6.8,48.5,113.5,30.9,55.2,13.5,31.6,56.9,Low,Low,42.2,66.6,11.45,11.38,145.1,1.2057,2810.52,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
F0365,Matale,2025-06-14,240,Rhizome Development,0.56,Local,Loam,6.2,24.5,4.5,33.4,79.2,20.0,19.0,83.0,Low,Low,134.4,52.0,15.86,15.61,23.5,0.56,6988.8,0,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
F0841,Matara,2025-03-16,89,Early Vegetative,1.41,Local,Clay Loam,5.7,49.7,101.6,25.3,79.0,22.0,31.8,109.2,Low,Low,61.8,69.7,13.61,13.54,133.4,0.6944,4307.46,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
F0725,Galle,2025-05-13,275,Maturity,2.58,Nadun,Sandy Loam,6.7,45.9,100.8,24.5,76.5,14.6,38.6,35.9,Medium,High,147.0,72.4,15.0,15.58,139.4,0.5345,10642.8,3,5,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
F0867,Badulla,2025-01-04,20,Sprouting,0.93,Nadun,Sandy Loam,5.9,40.1,86.3,21.1,67.8,23.9,1.5,42.0,Low,Low,31.5,66.4,10.86,10.61,87.8,1.575,2091.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
F0827,Matale,2025-05-12,219,Rhizome Development,1.66,Nadun,Sandy Loam,6.5,24.1,25.8,22.4,86.1,21.0,16.0,66.9,High,Medium,130.4,54.8,13.55,13.37,41.8,0.5954,7145.92,3,5,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
F0089,Badulla,2025-06-01,149,Vegetative,1.32,Nadun,Clay Loam,6.4,28.5,26.1,23.9,89.8,19.4,25.7,110.5,Low,Low,93.9,53.1,14.58,14.09,51.8,0.6302,4986.09,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F0184,Badulla,2025-08-13,133,Vegetative,1.72,Chinese,Clay Loam,6.5,50.6,104.5,27.3,90.1,22.3,22.2,112.8,Low,Low,87.1,72.0,16.04,16.55,126.7,0.6549,6271.2,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
F0762,Matara,2025-03-04,151,Rhizome Initiation,4.4,Nadun,Loam,6.6,27.7,12.5,23.2,56.6,22.3,21.4,105.1,Low,Medium,91.6,55.7,13.29,13.44,33.9,0.6066,5102.12,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
F0039,Kurunegala,2025-06-15,196,Rhizome Initiation,2.73,Local,Sandy Loam,5.3,32.0,31.9,30.8,57.9,13.4,41.4,72.6,Low,High,107.6,61.4,14.19,14.93,73.3,0.549,6606.64,2,6,3,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
F0263,Nuwara Eliya,2025-10-27,180,Rhizome Initiation,0.91,Nadun,Sandy Loam,5.7,29.2,39.9,25.4,74.5,23.4,16.5,29.0,Low,Medium,114.1,53.9,13.12,13.71,56.4,0.6339,6149.99,1,10,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
F0779,Kegalle,2025-12-03,114,Vegetative,2.39,Local,Sandy Loam,6.7,36.4,47.3,31.8,83.1,15.5,14.1,56.0,Low,Low,81.2,64.1,12.53,12.39,61.4,0.7123,5204.92,0,12,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
F0349,Matale,2025-04-02,131,Vegetative,4.68,Chinese,Loam,5.3,33.9,72.4,21.5,75.3,16.7,5.4,100.6,Low,Medium,75.7,62.2,14.86,14.64,77.8,0.5779,4708.54,1,4,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
F0250,Ratnapura,2025-09-28,12,Sprouting,4.45,Local,Loam,5.3,29.3,40.9,26.2,93.1,17.2,47.7,81.0,Low,Low,14.4,59.9,10.76,10.01,88.6,1.2,862.56,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
F0183,Kandy,2025-06-01,120,Vegetative,3.98,Chinese,Clay Loam,6.5,46.1,90.2,28.4,58.8,12.3,3.0,94.8,Low,Low,72.8,67.0,15.77,16.04,93.2,0.6067,4877.6,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
F0428,Galle,2025-01-02,35,Early Vegetative,3.66,Local,Sandy Loam,5.8,26.4,33.7,27.8,74.9,15.7,13.3,23.7,Low,Medium,28.4,55.7,9.79,9.2,47.0,0.8114,1581.88,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
F0502,Matara,2025-09-26,89,Early Vegetative,4.08,Local,Loam,5.7,40.6,68.9,25.8,73.6,23.9,37.6,39.7,Low,Low,66.6,63.1,11.86,12.26,106.5,0.7483,4202.46,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
F0099,Kandy,2025-12-24,123,Vegetative,2.0,Chinese,Clay Loam,6.7,29.1,24.4,26.9,81.2,19.5,19.4,34.1,High,Low,76.0,55.4,10.8,10.53,43.8,0.6179,4210.4,2,12,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
F0470,Monaragala,2025-02-11,7,Sprouting,3.59,Chinese,Loam,5.1,45.4,113.0,26.4,78.2,21.5,49.7,78.2,Low,High,25.1,62.6,9.52,8.93,162.7,3.5857,1571.26,2,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
F0221,Matale,2025-06-04,265,Maturity,3.24,Local,Loam,6.4,43.0,97.2,21.5,56.5,18.7,34.9,49.0,Medium,Medium,141.6,63.5,17.36,16.57,132.1,0.5343,8991.6,2,6,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
F0056,Ratnapura,2025-05-09,210,Rhizome Initiation,1.49,Chinese,Loam,6.5,28.2,14.3,24.9,86.0,20.1,45.6,67.5,Medium,Low,129.2,54.0,14.41,14.89,59.9,0.6152,6976.8,1,5,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
F0160,Kegalle,2025-04-26,190,Rhizome Initiation,2.24,Nadun,Clay Loam,6.6,19.6,13.7,32.8,89.3,15.1,11.9,112.5,High,Low,121.8,47.2,13.07,12.63,25.6,0.6411,5748.96,2,4,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
F0547,Ratnapura,2025-08-03,207,Rhizome Initiation,4.67,Chinese,Sandy Loam,6.4,32.4,56.5,33.8,91.4,12.7,32.5,36.2,Medium,Medium,120.2,63.9,14.08,14.07,89.0,0.5807,7680.78,2,8,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
F0592,Badulla,2025-02-18,208,Rhizome Initiation,2.46,Local,Sandy Loam,5.4,41.7,105.6,26.5,83.8,13.6,38.3,111.8,Medium,Low,124.3,64.1,16.86,16.12,143.9,0.5976,7967.63,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
F0182,Monaragala,2025-01-26,45,Early Vegetative,3.95,Chinese,Sandy Loam,6.6,39.2,78.6,28.9,70.9,17.2,38.1,110.7,Low,Low,32.9,61.2,12.46,12.79,116.7,0.7311,2013.48,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
F0447,Kegalle,2025-05-26,20,Sprouting,2.09,Local,Sandy Loam,6.0,46.0,118.5,28.9,57.4,16.6,41.3,72.9,Medium,Medium,21.2,69.4,10.49,11.13,159.8,1.06,1471.28,2,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
F0946,Kegalle,2025-12-19,49,Early Vegetative,3.38,Local,Sandy Loam,5.2,34.4,74.1,32.0,93.5,19.7,32.7,52.5,Low,High,51.4,57.8,8.18,8.96,106.8,1.049,2970.92,2,12,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
F0687,Ratnapura,2025-04-18,123,Vegetative,1.11,Chinese,Clay Loam,6.0,45.7,106.4,22.3,94.4,14.4,14.6,87.8,Medium,Medium,85.5,69.8,14.01,13.5,121.0,0.6951,5967.9,2,4,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
F0352,Monaragala,2025-10-06,80,Early Vegetative,4.06,Local,Clay Loam,6.4,42.7,77.6,25.5,81.5,13.8,48.9,72.7,Medium,Low,45.5,62.6,12.8,13.16,126.5,0.5688,2848.3,1,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
F0115,Matale,2025-12-24,1,Sprouting,2.0,Chinese,Loam,5.4,29.3,30.8,29.1,55.1,13.4,35.7,50.1,Low,Low,11.9,54.5,9.85,10.58,66.5,11.9,648.55,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
F0811,Galle,2025-04-11,65,Early Vegetative,2.16,Local,Sandy Loam,5.4,50.4,114.8,27.8,93.1,12.5,27.6,43.5,Medium,Medium,60.7,72.1,11.9,11.99,142.4,0.9338,4376.47,2,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
F0487,Monaragala,2025-09-19,276,Maturity,1.02,Chinese,Loam,6.2,32.0,33.8,29.3,59.4,17.3,45.4,93.6,Medium,Medium,146.1,58.9,17.19,16.55,79.2,0.5293,8605.29,2,9,5,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
F0388,Ratnapura,2025-07-14,215,Rhizome Development,4.16,Chinese,Loam,5.2,39.8,79.1,26.8,70.5,24.5,28.5,86.2,Low,Medium,131.0,62.9,15.35,14.97,107.6,0.6093,8239.9,1,7,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
F0887,Nuwara Eliya,2025-01-09,154,Rhizome Initiation,3.84,Local,Clay Loam,5.1,45.8,88.7,24.7,79.3,24.3,46.5,27.1,Medium,Medium,100.1,69.6,12.2,11.78,135.2,0.65,6966.96,2,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
F0701,Nuwara Eliya,2025-05-07,38,Early Vegetative,4.49,Chinese,Clay Loam,5.4,30.1,37.1,25.0,91.0,15.5,16.3,61.7,Medium,Low,46.1,63.0,10.43,10.46,53.4,1.2132,2904.3,1,5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
F0820,Ratnapura,2025-08-30,75,Early Vegetative,1.34,Local,Loam,5.8,43.9,96.4,25.5,60.6,22.5,30.7,78.0,Low,Low,66.4,64.4,13.29,13.37,127.1,0.8853,4276.16,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
